id,title,sub_title,job_category_name,job_category_parent_name,city_name,city_list,publish_time,publish_date,code,recruit_type,job_link,raw_address,description,requirement
"7473015537938827528","AI产品经理","","产品","","北京","北京","1739947141350","2025-02-19","A207636","正式","https://jobs.bytedance.com/experienced/position/7473015537938827528/detail","中国大陆北京市海淀区中关村南四街18号紫金数码园四号楼，邮编：100190","1、负责AI应用与安全风控类产品的商业化，建立与提升产品竞争力，并实现商业目标；
2、基于中台技术能力，洞察AI应用类与风控类的市场与行业需求，深刻理解客户应用场景，负责打造具有前瞻性的产品与服务，包括但不限于制定产品的商业化战略和长期规划；定义产品的商业价值，明确目标客户群体和市场定位；制定合理的产品定价策略；
3、负责产品的设计与需求文档，与研发、算法等团队紧密合作，整合团队内外部资源推动产品的开发和上线；根据用户反馈和数据分析，洞察客户需求，不断优化商业化流程；持续跟踪和分析市场上的竞争产品，提出产品的差异化策略；
4、制定产品市场策略，支撑售前、销售、架构师，为外部合作客户提供良好的服务；寻找和建立与外部伙伴的合作关系，拓展商业渠道。","1、具有3年以上商业化产品管理经验，有成功的产品商业化案例者优先，有AI或者云计算厂商经验者优先；
2、熟悉企业服务行业的商业模式和市场动态，对用户需求有敏锐的洞察力，具备将需求转换成产品的能力；
3、创新思维和问题解决能力，擅长沟通与协作，能够应对复杂的商业挑战；
4、具备较强的市场分析能力，能够准确把握市场竞争态势。"
"7340707372484806949","AI产品经理-火山方舟MaaS","","产品经理","产品","上海","上海","1709142324081","2024-02-29","A171524","正式","https://jobs.bytedance.com/experienced/position/7340707372484806949/detail","中国大陆上海市杨浦区民府路678号上海新江湾广场T1号楼，邮编：200082","团队介绍：火山方舟是火山引擎推出的一站式大模型服务平台，是中国大模型市场产品和份额领跑者。平台提供模型推理、评测、精调等全流程服务。方舟搭载了豆包及业界主流大模型，提供丰富的插件生态和AI应用开发服务，并通过稳定可靠的安全互信方案、专业的算法技术服务，全方位保障企业级AI应用落地。

1、协同策略产品、工程和模型算法等团队，围绕以真实数据导向的线上效果收集、评估、优化链路，打造科学、有效的方法体系；
2、为内外部客户打造易用、高效、可靠的效果分析&优化平台，以提升模型线上表现以及整体运转效率；
3、持续探索最前沿的大模型落地实践，如RL、Agent、Skill、上下文管理等，打造更有效的效果优化链路，突破落地效果的上限；
4、与销售、市场、解决方案架构师等团队紧密合作，围绕客户真实场景与痛点快速迭代，推动商业化成功。","1、具备2年以上AI产品经理经验，对大模型技术有强烈热情，对产品和用户有敏锐感知，有较好的审美；
2、对预训练大语言模型、PE、Skill、SFT、RL等大模型前沿技术有较深入理解，有实际开发或算法经验加分；
3、计算机或算法、心理学、设计相关专业、长期活跃在海外技术社区、熟悉模型评估与优化实践、有商业化MaaS相关经验，均为加分项；
4、具备良好的跨团队协作能力，有较好的沟通界面，能够与算法、工程、评测等多个团队紧密合作，推动产品从技术实现到效果落地的全流程；
5、具备很强的辩证思考和逻辑性，能透过现象看本质，系统地思考与解决问题；有较强的学习欲望和学习能力。"
"7471192214635710728","AI产品经理（资源运营平台方向）-火山引擎","","产品运营","运营","上海","上海","1739522631332","2025-02-14","A123263","正式","https://jobs.bytedance.com/experienced/position/7471192214635710728/detail","中国大陆上海市杨浦区民府路678号上海新江湾广场T2号楼，邮编：200082","1、负责AI解决方案落地：基于资源运营业务目标，构建供需匹配算法、智能体应用体系，推动AI技术转化为业务价值；
2、设计并落地运营场景智能体：包括问数Agent（数据快速查询解读）、运营协同Agent（异常监控、流程跟进、周报自动生成），实现业务自动化闭环；
3、主导算力运营平台AI化改造：优化资源需求预测、供需缺口分析与调度建议；基于后端经验，对AI生成的产品代码进行质量审核与风险评估，推动AI测试与流程自动化应用；
4、制定AI技术路线，沉淀可复用的Prompt模板、智能体流程与算法组件，推动平台化建设；
5、跟踪前沿技术，搭建POC原型并验证业务价值，推动方案落地。","1、本科及以上学历，计算机、运筹学、统计学等相关专业优先；
2、2年以上AI产品经理工作经验，有资源运营、数据平台或To B运营提效落地经验优先；
3、熟悉大模型应用架构与AI技术边界，能将业务问题转化为可落地的AI方案；
4、具备跨部门沟通与项目管理能力，能推动AI技术转化为业务成果；
5、熟练使用AI Coding、Agent搭建平台（如Dify）等工具，可独立完成原型与POC验证；具备后端基础与代码阅读能力，可对AI生成代码进行审核与校验；
6、熟悉数据治理与指标体系，具备数据驱动的产品思维。

加分项
1、算力运营/云计算平台产品经验；
2、供需预测、运筹优化算法落地经验；
3、Agent平台从0到1建设经验；
4、To B运营自动化、低代码平台经验。"
"7210674773684619575","AI产品经理（数据知识/数据语义层方向）-Data","","产品经理","产品","北京","北京","1678866185000","2023-03-15","O1984","正式","https://jobs.bytedance.com/experienced/position/7210674773684619575/detail","中国大陆北京市海淀区北三环西路甲18号院大钟寺广场1号楼，邮编：100098","1、负责集团数据知识与数据语义层产品的规划与落地，构建统一的指标体系、语义模型、实体关系与知识资产的管理能力，服务全集团业务线；
2、负责模块从0到1的规划设计，支撑数据消费Agent、数据生产Agent、智能问数Agent等上层AI应用稳定、准确地提供智能数据服务；
3、深入理解字节跳动各业务线在数据领域的挑战与瓶颈，将复杂数据语义抽象为可复用的平台能力，推动数据知识在集团内规模化落地；
4、联动算法、工程、数据团队，持续迭代数据知识质量，提高准确率、召回率等指标。","1、本科及以上学历，2年以上AI产品经理/数据分析师工作经验，深刻理解业务对数据的需求者优先，有数据资产类产品建设经验优先；
2、具备优秀的系统抽象、逻辑分析能力，能提炼需求并转化为产品解决方案，具备较强数据洞察能力，能通过复盘主动驱动产品迭代，对产品细节和用户体验有高要求；
3、深度使用AI开展日常工作，对LLM能力边界有清晰认知，理解RAG、Agent、MCP、Skills等原理，有Vibe-Coding经验，能用Cursor/Claude Code等工具独立产出可运行原型者优先；
4、有较强的创新能力，能在多业务方诉求、技术高不确定性的环境中保持节奏与判断力。"
"7030689021407873311","AI产品经理-火山方舟MaaS","","产品经理","产品","北京","北京","1636959916000","2021-11-15","9EW2","正式","https://jobs.bytedance.com/experienced/position/7030689021407873311/detail","中国大陆北京市海淀区海淀大街3号鼎好DH3大厦B，邮编：100080","团队介绍：火山方舟是火山引擎推出的一站式大模型服务平台，是中国大模型市场产品和份额领跑者。平台提供模型推理、评测、精调等全流程服务。方舟搭载了豆包及业界主流大模型，提供丰富的插件生态和AI应用开发服务，并通过稳定可靠的安全互信方案、专业的算法技术服务，全方位保障企业级AI应用落地。

1、协同策略产品、工程和模型算法等团队，围绕以真实数据导向的线上效果收集、评估、优化链路，打造科学、有效的方法体系；
2、为内外部客户打造易用、高效、可靠的效果分析&优化平台，以提升模型线上表现以及整体运转效率；
3、持续探索最前沿的大模型落地实践，如RL、Agent、Skill、上下文管理等，打造更有效的效果优化链路，突破落地效果的上限；
4、与销售、市场、解决方案架构师等团队紧密合作，围绕客户真实场景与痛点快速迭代，推动商业化成功。","1、具备2年以上AI产品经理经验，对大模型技术有强烈热情，对产品和用户有敏锐感知，有较好的审美；
2、对预训练大语言模型、PE、Skill、SFT、RL等大模型前沿技术有较深入理解，有实际开发或算法经验加分；
3、计算机或算法、心理学、设计相关专业、长期活跃在海外技术社区、熟悉模型评估与优化实践、有商业化MaaS相关经验，均为加分项；
4、具备良好的跨团队协作能力，有较好的沟通界面，能够与算法、工程、评测等多个团队紧密合作，推动产品从技术实现到效果落地的全流程；
5、具备很强的辩证思考和逻辑性，能透过现象看本质，系统地思考与解决问题；有较强的学习欲望和学习能力。"
"7481502264948689170","AI产品经理（异构计算方向）-基础设施","","产品经理","产品","深圳","深圳","1741923056025","2025-03-14","A76480A","正式","https://jobs.bytedance.com/experienced/position/7481502264948689170/detail","中国大陆广东省深圳市南山区深圳湾创新科技中心2栋B座20层，邮编：518000","1、负责公有云IaaS异构计算（CPU/GPU/NPU/FPGA等）产品的系统优化与产品设计规划工作；
2、推动异构计算产品与最新AI技术（如P/D分离、vLLM、SGLang、强化学习等）的深度融合（如模型训练加速、推理优化），提升GPU资源部署效率、使用效率、降低硬件适配成本；
3、推动异构算力适配层建设，提供标准API接口屏蔽底层硬件差异，降低业务开发复杂度；
4、跟踪业界最新模型发展趋势（如MoE架构、端侧大模型），推动异构产品与最新技术趋势的协同创新；
5、探索异构计算与行业场景（如具身智能、自动驾驶）的融合方案，推动生态合作与技术标准共建；
6、参与开源社区建设，建设在AI加速框架（如vLLM）与AI加速库领域的业界影响力。","1、计算机科学、人工智能或相关领域硕士及以上学位，3年以上AI产品经理或大模型工程经验；
2、熟悉异构计算架构（CPU/GPU/FPGA等）及调度原理，熟悉CUDA等并行编程框架；
3、熟悉P/D分离、vLLM、SGLang、并行策略等最新工程优化技术，具备大模型推理加速与部署落地的实战经验优先；
4、熟悉强化学习算法等业界最新技术演进趋势；
5、加分项：有AI产品商业化落地案例。"
"7481501617917856018","AI产品经理（异构计算方向）-基础设施","","产品经理","产品","北京","北京","1741922991916","2025-03-14","A235611","正式","https://jobs.bytedance.com/experienced/position/7481501617917856018/detail","中国大陆北京市海淀区北三环西路甲18号院大钟寺广场1号，邮编：100098","1、负责公有云IaaS异构计算（CPU/GPU/NPU/FPGA等）产品的系统优化与产品设计规划工作；
2、推动异构计算产品与最新AI技术（如P/D分离、vLLM、SGLang、强化学习等）的深度融合（如模型训练加速、推理优化），提升GPU资源部署效率、使用效率、降低硬件适配成本；
3、推动异构算力适配层建设，提供标准API接口屏蔽底层硬件差异，降低业务开发复杂度；
4、跟踪业界最新模型发展趋势（如MoE架构、端侧大模型），推动异构产品与最新技术趋势的协同创新；
5、探索异构计算与行业场景（如具身智能、自动驾驶）的融合方案，推动生态合作与技术标准共建；
6、参与开源社区建设，建设在AI加速框架（如vLLM）与AI加速库领域的业界影响力。","1、计算机科学、人工智能或相关领域硕士及以上学位，3年以上AI产品经理或大模型工程经验；
2、熟悉异构计算架构（CPU/GPU/FPGA等）及调度原理，熟悉CUDA等并行编程框架；
3、熟悉P/D分离、vLLM、SGLang、并行策略等最新工程优化技术，具备大模型推理加速与部署落地的实战经验优先；
4、熟悉强化学习算法等业界最新技术演进趋势；
5、加分项：有AI产品商业化落地案例。"
"7615915798603827509","AI产品经理-ArkClaw","","产品经理","产品","上海","上海","1773218646419","2026-03-11","A137258","正式","https://jobs.bytedance.com/experienced/position/7615915798603827509/detail","中国大陆上海市杨浦区民府路678号上海新江湾广场T2号楼，邮编：200082","1、产品规划与迭代：负责ArkClaw产品的路线图规划，深度理解C端用户需求，平衡个人版的创新玩法与企业版的稳定性要求，输出清晰的产品迭代计划；
2、体验与交互设计：主导产品界面设计和用户流程优化，站在非技术用户视角思考产品交互，提升用户体验和降低使用门槛；
3、用户研究与洞察：通过用户调研、社群反馈、数据分析等方式，持续挖掘用户痛点和需求，不断优化产品易用性，降低用户使用门槛；
4、跨团队协作：与研发、设计、运营团队紧密协作，推动产品需求高效落地，确保项目按时高质量交付，跟进上线后的用户反馈和数据表现，快速迭代优化；
5、驱动用户增长：和运营合作设计和落地各种活动、内容、社区运营，提升产品核心运营指标。","1、2年以上To C或SaaS产品经理经验，有AI类产品、开发者工具、效率工具产品经验优先；
2、具备优秀的用户共情能力和交互设计敏感度，能够站在普通用户视角思考问题，重视产品体验细节，对用户交互和体验有极致追求；
3、良好的逻辑思维能力和跨团队沟通能力，能够高效协调各方资源，推动项目落地；
4、对AI技术、智能助手领域有浓厚兴趣，使用过多款AI产品并对产品逻辑有深入洞察；学习能力强，能够快速理解新技术和新趋势；
5、有UX设计相关经验者优先。"
"7494870018459846919","AI产品经理-AI Coding","","产品","","上海","上海","1745035411531","2025-04-19","A126995","正式","https://jobs.bytedance.com/experienced/position/7494870018459846919/detail","中国大陆上海市杨浦区民府路678号上海新江湾广场T2号楼，邮编：200082","1、负责字节云团队AI Coding产品整体规划与设计，制定清晰、有前瞻性的产品路线图；
2、深入洞察开发者群体，定义和设计能显著提升开发效率与体验的产品解决方案；
3、跟踪并分析AI Coding领域的前沿趋势与相关产品，形成独立的行业判断与产品思考；
4、具备较强的沟通协调能力，高效推动与研发、设计等多方团队的合作，确保产品目标达成。","1、本科及以上学历，计算机、人工智能等相关专业，3年以上产品经理工作经验；
2、产品设计基本功扎实，能撰写清晰的产品需求文档，对用户体验有不懈的追求；
3、具备技术背景，了解至少一门主流编程语言，能理解开发者的思维模式和开发习惯：能与研发团队无障碍沟通，准确评估技术可行性，并共同探索最优解决方案，对AI编程助手（如GitHub Copilot，Claude等）及相关领域有持续关注和深入使用经验；
4、对此领域有自己的独立思考，并具备快速学习能力，能跟上技术的飞速迭代，具备宏观的产品规划能力，能站在业务和战略高度思考问题，制定长期的产品愿景和阶段性目标；
5、拥有出色的沟通表达和项目推动力，善于协同多方，凝聚团队，清晰传递产品价值。"
"7494870211914008839","AI产品经理-AI Coding","","产品","","杭州","杭州","1745035474958","2025-04-19","A112881A","正式","https://jobs.bytedance.com/experienced/position/7494870211914008839/detail","中国大陆浙江省杭州市余杭区向往街欧美金融城英国中心T6，邮编：311121","1、负责字节云团队AI Coding产品整体规划与设计，制定清晰、有前瞻性的产品路线图；
2、深入洞察开发者群体，定义和设计能显著提升开发效率与体验的产品解决方案；
3、跟踪并分析AI Coding领域的前沿趋势与相关产品，形成独立的行业判断与产品思考；
4、具备较强的沟通协调能力，高效推动与研发、设计等多方团队的合作，确保产品目标达成。","1、本科及以上学历，计算机、人工智能等相关专业，3年以上产品经理工作经验；
2、产品设计基本功扎实，能撰写清晰的产品需求文档，对用户体验有不懈的追求；
3、具备技术背景，了解至少一门主流编程语言，能理解开发者的思维模式和开发习惯：能与研发团队无障碍沟通，准确评估技术可行性，并共同探索最优解决方案，对AI编程助手（如GitHub Copilot，Claude等）及相关领域有持续关注和深入使用经验；
4、对此领域有自己的独立思考，并具备快速学习能力，能跟上技术的飞速迭代，具备宏观的产品规划能力，能站在业务和战略高度思考问题，制定长期的产品愿景和阶段性目标；
5、拥有出色的沟通表达和项目推动力，善于协同多方，凝聚团队，清晰传递产品价值。"
"7615916167356041477","AI产品经理-ArkClaw","","产品经理","产品","杭州","杭州","1773218704337","2026-03-11","A10809","正式","https://jobs.bytedance.com/experienced/position/7615916167356041477/detail","中国大陆浙江省杭州市余杭区景兴路636号仓南广场T1号楼，邮编：311100","1、产品规划与迭代：负责ArkClaw产品的路线图规划，深度理解C端用户需求，平衡个人版的创新玩法与企业版的稳定性要求，输出清晰的产品迭代计划；
2、体验与交互设计：主导产品界面设计和用户流程优化，站在非技术用户视角思考产品交互，提升用户体验和降低使用门槛；
3、用户研究与洞察：通过用户调研、社群反馈、数据分析等方式，持续挖掘用户痛点和需求，不断优化产品易用性，降低用户使用门槛；
4、跨团队协作：与研发、设计、运营团队紧密协作，推动产品需求高效落地，确保项目按时高质量交付，跟进上线后的用户反馈和数据表现，快速迭代优化；
5、驱动用户增长：和运营合作设计和落地各种活动、内容、社区运营，提升产品核心运营指标。","1、2年以上To C或SaaS产品经理经验，有AI类产品、开发者工具、效率工具产品经验优先；
2、具备优秀的用户共情能力和交互设计敏感度，能够站在普通用户视角思考问题，重视产品体验细节，对用户交互和体验有极致追求；
3、良好的逻辑思维能力和跨团队沟通能力，能够高效协调各方资源，推动项目落地；
4、对AI技术、智能助手领域有浓厚兴趣，使用过多款AI产品并对产品逻辑有深入洞察；学习能力强，能够快速理解新技术和新趋势；
5、有UX设计相关经验者优先。"
"7615914486223603973","AI产品经理-ArkClaw","","产品经理","产品","北京","北京","1773218311109","2026-03-11","A233347","正式","https://jobs.bytedance.com/experienced/position/7615914486223603973/detail","中国大陆北京市海淀区北三环西路甲18号院大钟寺广场1号楼，邮编：100098","1、产品规划与迭代：负责ArkClaw产品的路线图规划，深度理解C端用户需求，平衡个人版的创新玩法与企业版的稳定性要求，输出清晰的产品迭代计划；
2、体验与交互设计：主导产品界面设计和用户流程优化，站在非技术用户视角思考产品交互，提升用户体验和降低使用门槛；
3、用户研究与洞察：通过用户调研、社群反馈、数据分析等方式，持续挖掘用户痛点和需求，不断优化产品易用性，降低用户使用门槛；
4、跨团队协作：与研发、设计、运营团队紧密协作，推动产品需求高效落地，确保项目按时高质量交付，跟进上线后的用户反馈和数据表现，快速迭代优化；
5、驱动用户增长：和运营合作设计和落地各种活动、内容、社区运营，提升产品核心运营指标。","1、2年以上To C或SaaS产品经理经验，有AI类产品、开发者工具、效率工具产品经验优先；
2、具备优秀的用户共情能力和交互设计敏感度，能够站在普通用户视角思考问题，重视产品体验细节，对用户交互和体验有极致追求；
3、良好的逻辑思维能力和跨团队沟通能力，能够高效协调各方资源，推动项目落地；
4、对AI技术、智能助手领域有浓厚兴趣，使用过多款AI产品并对产品逻辑有深入洞察；学习能力强，能够快速理解新技术和新趋势；
5、有UX设计相关经验者优先。"
"7248886398798317861","研发平台AI产品经理-Dev Infra","","产品经理","产品","杭州","杭州","1687763257201","2023-06-26","A231170","正式","https://jobs.bytedance.com/experienced/position/7248886398798317861/detail","中国大陆浙江省杭州市余杭区景兴路636号仓南广场T2号楼，邮编：311100","1、负责研究大语言模型在研发场景的应用，制定应用层的产品策略和规划；
2、了解大语言模型技术，对接技术团队，确保产品开发的技术可行性；
3、负责整合产品资源，协调研发、设计、运营等部门，确保产品顺利推向市场；
4、根据用户需求持续优化产品，提升用户体验，提高产品竞争力；
5、能及时主动掌握行业最新动态，为产品创新提供思路。","1、本科及以上学历，计算机科学、人工智能或相关专业，3年以上产品经理工作经验；
2、对大语言模型技术有浓厚兴趣，具备一定的技术理解能力；
3、具备良好的沟通协调能力、产品规划和项目推进能力；
4、具备较强的数据分析能力，能够运用数据驱动产品决策；
5、对创新产品有独特见解，能主动发现内部研发场景机会并将其转化为产品需求；
6、有自己GPT相关作品者优先，有AI相关产品设计背景优先。"
"7494869795275245842","AI产品经理-AI Coding","","产品经理","产品","深圳","深圳","1745035359048","2025-04-19","A158737","正式","https://jobs.bytedance.com/experienced/position/7494869795275245842/detail","中国大陆广东省深圳市南山区深圳湾创新科技中心T2栋6层，邮编：518000","1、负责字节云团队AI Coding产品整体规划与设计，制定清晰、有前瞻性的产品路线图；
2、深入洞察开发者群体，定义和设计能显著提升开发效率与体验的产品解决方案；
3、跟踪并分析AI Coding领域的前沿趋势与相关产品，形成独立的行业判断与产品思考；
4、具备较强的沟通协调能力，高效推动与研发、设计等多方团队的合作，确保产品目标达成。","1、本科及以上学历，计算机、人工智能等相关专业，3年以上产品经理工作经验；
2、产品设计基本功扎实，能撰写清晰的产品需求文档，对用户体验有不懈的追求；
3、具备技术背景，了解至少一门主流编程语言，能理解开发者的思维模式和开发习惯：能与研发团队无障碍沟通，准确评估技术可行性，并共同探索最优解决方案，对AI编程助手（如GitHub Copilot，Claude等）及相关领域有持续关注和深入使用经验；
4、对此领域有自己的独立思考，并具备快速学习能力，能跟上技术的飞速迭代，具备宏观的产品规划能力，能站在业务和战略高度思考问题，制定长期的产品愿景和阶段性目标；
5、拥有出色的沟通表达和项目推动力，善于协同多方，凝聚团队，清晰传递产品价值。"
"7494489223861438727","AI产品经理-AI Coding","","产品经理","产品","北京","北京","1744946789939","2025-04-18","A02885","正式","https://jobs.bytedance.com/experienced/position/7494489223861438727/detail","中国大陆北京市海淀区北三环西路甲18号院大钟寺广场1号楼，邮编：100098","1、负责字节云团队AI Coding产品整体规划与设计，制定清晰、有前瞻性的产品路线图；
2、深入洞察开发者群体，定义和设计能显著提升开发效率与体验的产品解决方案；
3、跟踪并分析AI Coding领域的前沿趋势与相关产品，形成独立的行业判断与产品思考；
4、具备较强的沟通协调能力，高效推动与研发、设计等多方团队的合作，确保产品目标达成。","1、本科及以上学历，计算机、人工智能等相关专业，3年以上产品经理工作经验；
2、产品设计基本功扎实，能撰写清晰的产品需求文档，对用户体验有不懈的追求；
3、具备技术背景，了解至少一门主流编程语言，能理解开发者的思维模式和开发习惯：能与研发团队无障碍沟通，准确评估技术可行性，并共同探索最优解决方案，对AI编程助手（如GitHub Copilot，Claude等）及相关领域有持续关注和深入使用经验；
4、对此领域有自己的独立思考，并具备快速学习能力，能跟上技术的飞速迭代，具备宏观的产品规划能力，能站在业务和战略高度思考问题，制定长期的产品愿景和阶段性目标；
5、拥有出色的沟通表达和项目推动力，善于协同多方，凝聚团队，清晰传递产品价值。"
"7574271101550840069","AI产品经理（智能客服）-TikTok","","产品经理","产品","北京","北京","1763522543076","2025-11-19","A120189","正式","https://jobs.bytedance.com/experienced/position/7574271101550840069/detail","中国大陆北京市海淀区中关村南四街18号紫金数码园3号楼，邮编：100190","1、负责TikTok用户反馈入口的规划和管理，持续优化用户在TikTok内寻求帮助和支持的体验；
2、主导TikTok多业务客服的融合，增强平台客服的协同，提升服务一致性；
3、构建有效友好的AI机器人，优化对话体验，为用户提供更高效、准确的智能客服服务。","1、3年及以上产品经理经验，具备独立负责产品全生命周期的能力，包括目标制定、路径规划和优先级管理；有客服产品或基础架构产品经验优先；
2、对用户有同理心，能够在决策中平衡用户价值和平台价值；具备良好的数据思维，能够用数据指导判断；
3、对AI相关工作有热情，关注行业发展趋势，对AI技术及其应用有较深的认识；有大模型产品策略或AI相关产品经验优先；
4、出色的沟通和协调能力，能协同相关方高效达成既定目标；
5、可以适应国际化的工作环境，能以英语作为工作语言。"
"7514278326501804295","AI产品经理（可观测性方向）-Dev Infra","","产品经理","产品","杭州","杭州","1749555001202","2025-06-10","A121155A","正式","https://jobs.bytedance.com/experienced/position/7514278326501804295/detail","中国大陆浙江省杭州市余杭区西溪八方城9号楼，邮编：311100","1、追踪AI及可观测性领域的前沿进展，探索其在系统稳定性、智能诊断归因场景的应用价值，制定创新性的产品策略和规划；
2、重点关注Agentic AI在可观测性领域的潜力​，设计基于Agent的产品能力；理解如何将LLM等AI能力融入观测数据处理流程；
3、协同产品、设计、研发及运营团队，高效推动AI驱动的可观测性产品功能实现与迭代；
4、基于数据和用户反馈，持续优化AI能力的效果。","1、本科及以上学历，计算机科学、人工智能或相关专业优先，具备1年以上技术产品经理工作经验；
2、对大语言模型技术有浓厚兴趣，具备较强的新技术学习能力；
3、具备良好的沟通协调能力、产品规划和项目推进能力；具备较强的数据分析能力，能够运用数据驱动产品决策；
4、理解可观测性领域​（如指标、日志、链路追踪、报警）及工具场景者优先；
5、对创新产品有见解，能主动发现内部研发场景机会并将其转化为产品需求；
6、对AI技术有深刻兴趣和基础理解​，特别是大型语言模型（LLM）及其应用模式，对Agentic AI概念有探索意愿和热情。"
"7428483612711946505","法务AI产品经理-信息系统","","产品","","北京","北京","1729578765292","2024-10-22","A63431","正式","https://jobs.bytedance.com/experienced/position/7428483612711946505/detail","中国大陆北京市朝阳区七圣中街12号院融中心A座，邮编：100020","1、负责法务AI的产品规划、需求分析、方案设计、产品落地实施及全生命周期管理，围绕知识产权、诉讼、合规审查、法务知识等核心场景，持续建设面向AI时代的新一代法务产品能力；
2、面向法务智能化方向，深入理解法务、合规等业务流程，识别高价值场景，推动大模型、AI Agent、知识库、工作流等能力在法务场景中的系统化落地；
3、与法务、合规以及各业务团队紧密协作，抽象业务模型，梳理规则、流程与数据资产，建设可复用、可扩展的法务AI能力，支撑多场景快速复制；
4、能够从业务目标出发，设计并推进AI Agent在具体业务场景中的端到端解决方案，覆盖问题定义、流程拆解、能力设计、效果评估、上线运营与持续优化；
5、跟踪国内外法务AI、企业AI Agent、智能知识管理等方向的发展趋势，结合行业最佳实践与公司实际需求，持续","1、本科及以上学历，3年及以上产品经理工作经验；
2、对AI产品有较强认知，理解大模型、RAG、Agent、工作流编排、工具调用、知识库等核心能力，具备AI产品设计与落地经验；
3、具备使用AI Agent解决某一具体业务场景全链路问题的实践经验，能够清晰说明业务目标、流程拆解、关键决策点、系统方案、效果指标与落地价值；
4、具备优秀的结构化思考能力和抽象能力，能够在复杂、模糊的问题中快速识别本质，形成高质量解决方案。

加分项
1、有法律科技、法务数字化、合规风控、知识产权、诉讼管理等相关产品经验；
2、有AI产品、企业级Agent平台、Copilot/Assistant、智能工作流或知识工程建设经验；
3、对模型效果评测、提示词设计、知识治理、人机协同流程设计有较深入理解和实践。"
"7158335852224661791","AI产品经理-飞书多维表格","","产品","","深圳","深圳","1666680195000","2022-10-25","B5818","正式","https://jobs.bytedance.com/experienced/position/7158335852224661791/detail","中国大陆广东深圳市南山区深圳湾创新科技中心2栋B座6层，邮编：518000","1、设计和开发先进的AI产品或解决方案，以改善产品性能和用户体验；
2、调研、抽象用户需求，分析数据，挖掘洞察，撰写PRD，协调项目组实现设计并不断迭代； 
3、与跨职能团队紧密合作，包括产品经理、数据科学家和软件工程师，共同定义项目范围和目标；
4、结合大模型算法，确保技术解决方案的创新性和有效性；
5、持续评估最新的AI趋势，将最佳实践和技术进步整合到产品设计中。","1、本科及以上学历，计算机科学、信息技术、数学、物理等专业优先；
2、熟悉产品设计，具备自动化产品或工作流产品经验者优先；
3、具备出色的项目管理和团队合作能力；
4、优秀的分析和问题解决能力；
5、对技术趋势和市场动态保持敏感，并能将其应用到产品策略中。"
